profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Hombre,36,Argentina,Córdoba,Terciario,Completado,Analista de Sistemas,Universidad Siglo 21,Consultant,150000,140000,,3,4,No,No recibo bono,No,0,0,Homosexual,No,201-500,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,brain technology
Hombre,33,Argentina,Entre Ríos,Terciario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,BI Analyst / Data Analyst,79101,74750,Mi sueldo está dolarizado,3,3,No,No recibo bono,No,0,0,Heterosexual,Sí,01-Oct,Otras industrias,Horarios flexibles,
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Product Manager,210000,130000,,4,4,De uno a tres sueldos,Mix de las anteriores,Dos,10,7,Heterosexual,No,51-100,Producto basado en Software,"Capacitaciones y/o cursos, Licencia de paternidad/maternidad extendida, Stock options / RSUs",
Mujer,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Economia,UCA - Universidad Católica Argentina,BI Analyst / Data Analyst,75000,75000,,4,3,Un sueldo,Performance de la compañía,Dos,0.38,7,Heterosexual,,01-Oct,Otras industrias,Ninguna de las anteriores,
Mujer,39,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,Developer,60000,50032,,2,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida",
Mujer,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Psicología,UBA - Universidad de Buenos Aires,Recruiter / HR,70240,58300,,2,2,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Software,US University,Architect,175000,130000,,3,2,Menos de un sueldo,Performance individual,No,0,0,¿Qué les importa?,No,10001+,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Licenciatura en Matemáticas Aplicadas,Universidad Simón Bolívar (Venezuela),BI Analyst / Data Analyst,118000,97000,,3,3,No,No recibo bono,Uno,15,6,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,"Abono de celular, Cuota para universidad / posgrados, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,39,Argentina,Córdoba,Posgrado,Completado,Licenciatura en Informática,UP - Universidad de Palermo,VP / C-Level,350000,,,3,4,3+ sueldos,Performance individual,Dos,10,6,Heterosexual,No,2001-5000,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",Meli
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,210000,140000,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,20,7,Heterosexual,,1001-2000,Otras industrias,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura en Informática,UNGS - Universidad Nacional de General Sarmiento,Technical Leader,61000,49500,,3,1,Menos de un sueldo,Performance grupal,Uno,7.017,1,Heterosexual,No,201-500,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Viáticos",
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,Developer,100000,83000,Mi sueldo está dolarizado,3,3,No,No recibo bono,Más de tres,20,7,Heterosexual,,201-500,Producto basado en Software,"Clases de idiomas, Comidas pagas / subvencionadas, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,32,Argentina,Córdoba,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,Developer,350000,250000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,Universidad Católica de Salta,Scrum Master,160000,110000,Mi sueldo está dolarizado,3,3,No,No recibo bono,No,0,0,Heterosexual,No,5001-10000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,46,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Análisis de Sistemas,UP - Universidad de Palermo,Project Manager,145000,105000,,2,2,Menos de un sueldo,Mix de las anteriores,No,0,0,Heterosexual,,201-500,Otras industrias,Cuota para universidad / posgrados,
Mujer,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Psicología,UBA - Universidad de Buenos Aires,BI Analyst / Data Analyst,64433,54588,,3,1,Menos de un sueldo,Mix de las anteriores,No,0,0,Homosexual,,101-200,Otras industrias,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Manager / Director,260000,166000,,2,1,No,No recibo bono,Uno,20,4,Heterosexual,,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
Hombre,34,Argentina,GBA,Universitario,Completado,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Manager / Director,230000,140000,,3,3,De uno a tres sueldos,Performance de la compañía,Uno,19,4,Heterosexual,,1001-2000,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,Utdt,Developer,100000,82000,,3,4,No,No recibo bono,No,0,0,Heterosexual,No,201-500,Producto basado en Software,"Capacitaciones y/o cursos, Ninguna de las anteriores",
Hombre,41,Argentina,Mendoza,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Manager / Director,168000,116000,,3,2,Un sueldo,Performance de la compañía,No,0,0,Heterosexual,,501-1000,Otras industrias,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas, Licencia de paternidad/maternidad extendida, Viáticos",
Hombre,41,Argentina,Córdoba,Universitario,Completado,Ingeniería en Sistemas de Información,IUA - Instituto Universitario Aeronáutico,Developer,130000,96670,Mi sueldo está dolarizado,3,2,No,No recibo bono,No,0,0,Heterosexual,,501-1000,Servicios / Consultoría de Software / Digital,Abono de Internet,"Globant, mercado libre, virtualmind"
Mujer,36,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista Programador,ISPT,QA / Tester,145000,100000,,3,4,No,No recibo bono,Uno,20,7,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas",
Hombre,27,Argentina,Provincia de Buenos Aires,Secundario,Incompleto,Productor musical,,Trading,48.756,40.238,,3,2,Menos de un sueldo,Performance individual,Uno,3,5,Heterosexual,Sí,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,32,Argentina,Córdoba,Terciario,Incompleto,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Data Scientist / Data Engineer,70361,58230,,3,1,No,No recibo bono,No,0,0,Heterosexual,No,51-100,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,"Mercadolibre, Globant, tarjeta naranja"
Hombre,20,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Technical Leader,73493.98,61000,,2,4,No,No recibo bono,Uno,3,7,Heterosexual,,Nov-50,Producto basado en Software,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,55,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Analista de Sistemas,UNLP - Universidad Nacional de La Plata,Project Manager,125000,90000,,2,2,No,No recibo bono,Uno,15,5,Heterosexual,,10001+,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,1100,1100,Mi sueldo está dolarizado,3,4,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Capacitaciones y/o cursos,
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura Superior en Sistemas Informáticos,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Infosec,125000,104499,,4,3,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,98990,77600,,2,2,No,No recibo bono,No,0,0,Heterosexual,,1001-2000,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas","Medallia, Southworks"
Hombre,31,Argentina,Córdoba,Universitario,Incompleto,Ingeniería en Informática,UBP - Universidad Blas Pascal,SysAdmin / DevOps / SRE,62000,54000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,201-500,Otras industrias,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",
Mujer,45,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,Universidad Siglo 21,Developer,100000,80000,Mi sueldo está dolarizado,3,1,No,No recibo bono,No,0,0,Heterosexual,,1001-2000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,34,Argentina,GBA,Posgrado,En curso,Licenciatura en Informática,UBA - Universidad de Buenos Aires,Manager / Director,480000,300000,,4,4,3+ sueldos,Performance de la compañía,Uno,20,7,Heterosexual,No,5001-10000,Otras industrias,"Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles",
Mujer,27,Argentina,Córdoba,Universitario,Incompleto,Ingeniería Industrial,UNC - Universidad Nacional de Córdoba,Developer,38000,32500,,3,2,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Horarios flexibles,
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Analista de Sistemas,Un3f,Architect,72000,61000,,3,1,No,No recibo bono,Uno,20,3,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Stock options / RSUs",
Mujer,27,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Analista Programador,Instituto de Formación Docente y Técnica N° 43,QA / Tester,37.83,38.63,,4,2,No,No recibo bono,Dos,20,8,Heterosexual,,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,48,Argentina,Provincia de Buenos Aires,Posgrado,Incompleto,Analista de Computación,UNLP - Universidad Nacional de La Plata,Manager / Director,149000,108000,,3,2,No,No recibo bono,Uno,3,4,no hay ningún tipo de distinción,No,5001-10000,Otras industrias,"Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,23,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,Instituto Tecnologico Beltran,Developer,53000,43990,,2,2,No,No recibo bono,Dos,54,7,Heterosexual,,201-500,Producto basado en Software,Ninguna de las anteriores,
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UAI - Universidad Abierta Interamericana,Business Analyst,95000,74000,,2,1,No,No recibo bono,No,0,0,Heterosexual,No,Nov-50,Producto basado en Software,Ninguna de las anteriores,
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Technical Leader,285,185,,4,4,No,No recibo bono,Dos,40,7,Heterosexual,,51-100,Producto basado en Software,Stock options / RSUs,
Hombre,25,Argentina,Provincia de Buenos Aires,Universitario,En curso,Ingeniería Industrial,UNMdP,Technical Leader,65000,54000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Otras industrias,Ninguna de las anteriores,Globant
Mujer,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Lic en comercializacion,UK - Universidad Kennedy,Project Manager,90000,70000,,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,16,6,Heterosexual,,1001-2000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Santander tecnología, Ualá, Mercado Libre"
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Analista de Sistemas,UNC - Universidad Nacional de Córdoba,Developer,87741,70566,,1,1,No,No recibo bono,Uno,10,6,¿Qué les importa?,,51-100,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNET,Developer,320000,180000,Mi sueldo está dolarizado,3,3,No,No recibo bono,No,0,0,Heterosexual,No,Nov-50,Producto basado en Software,"Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Licencia de paternidad/maternidad extendida, Stock options / RSUs",
Hombre,24,Argentina,GBA,Terciario,Completado,Tecnico Universitario en Desarrollo de Videojuegos,UAI - Universidad Abierta Interamericana,Developer,52205,42025,,1,1,No,No recibo bono,No,0,0,Heterosexual,,51-100,Producto basado en Software,Ninguna de las anteriores,
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Technical Leader,200000,140000,,4,4,No,No recibo bono,Uno,10,5,Heterosexual,,01-Oct,Producto basado en Software,Horarios flexibles,"Ninguna, todas están afuera"
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Developer,140000,105000,,3,3,Un sueldo,Mix de las anteriores,Dos,26,7,Heterosexual,,1001-2000,Producto basado en Software,"Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)","Despegar, Mercadolibre"
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ciencia Politica,UBA - Universidad de Buenos Aires,QA / Tester,100000,78454,,3,3,Un sueldo,Mix de las anteriores,Uno,20,3,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,220000,143000,Mi sueldo está dolarizado,3,3,Menos de un sueldo,Performance de la compañía,No,0,0,Heterosexual,,201-500,Producto basado en Software,"Horarios flexibles, Stock options / RSUs","Mercadolibre, Onapsis, Medallia, InvGate, MuleSoft"
Hombre,42,Argentina,Santa Fe,Secundario,Completado,,,Developer,200000,135000,,3,3,Un sueldo,Mix de las anteriores,Uno,35,3,Heterosexual,,201-500,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,Analista Programador,,Developer,60000,49950,,2,2,No,No recibo bono,No,0,0,Heterosexual,No,01-Oct,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,La verdad creo que no tengo una definición 
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería en Computación,UNC - Universidad Nacional de Córdoba,Data Scientist / Data Engineer,54000,40000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,101-200,Producto basado en Software,Ninguna de las anteriores,
Mujer,39,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Diseño Multimedial,Escuela Da Vinci,UX,233000,160000,,3,2,No,No recibo bono,Dos,22,7,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)","Mercado Libre, PedidosYa, Naranja, Almundo, Ualá"
Hombre,52000,Argentina,Jujuy,Universitario,Completado,Analista Programador Universitario,UNJu - Universidad Nacional de Jujuy,Developer,40000,52000,,3,3,No,No recibo bono,Dos,25,7,Heterosexual,No,Nov-50,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Economía,UBA - Universidad de Buenos Aires,Product Owner,175000,119114,,2,3,De uno a tres sueldos,Mix de las anteriores,Dos,35,7,,,201-500,Producto basado en Software,"Abono de celular, Horarios flexibles",
Otros,27,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,123400,91000,,3,3,De uno a tres sueldos,60% performance compañía 40% performance grupal,Uno,30,4,Bisexual o queer,No,2001-5000,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","MuleSoft/Salesforce, Medallia"
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Licenciatura en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,Recruiter / HR,105000,,,3,2,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Abono de celular, Clases de idiomas",
Mujer,36,Argentina,Santa Fe,Posgrado,Completado,Economía,UNLP - Universidad Nacional de La Plata,Business Analyst,93000,74000,,2,1,No,No recibo bono,Uno,10,2,Heterosexual,,2001-5000,Otras industrias,Comidas pagas / subvencionadas,
Hombre,46,Argentina,Entre Ríos,Universitario,En curso,Lic. en Tecnología Educativa,UTN - Universidad Tecnológica Nacional,Designer,70000,53000,,1,1,No,No recibo bono,Uno,8,4,Heterosexual,,Nov-50,Otras industrias,Ninguna de las anteriores,
Hombre,24,Argentina,Provincia de Buenos Aires,Universitario,En curso,Analista Programador Universitario,UNLP - Universidad Nacional de La Plata,Developer,48000,39000,,1,1,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Ninguna de las anteriores,
Mujer,27,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,Developer,125000,95000,,3,3,Un sueldo,Performance individual,No,0,0,Heterosexual,,01-Oct,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles",
Hombre,32,Argentina,Santa Fe,Terciario,Completado,Analista de Sistemas,Terciario Urquiza,Developer,72500,,,3,1,Un sueldo,Performance de la compañía,Uno,5,7,Heterosexual,No,201-500,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Gym",....
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,121500,99000,,3,2,Menos de un sueldo,Mix de las anteriores,Dos,13,7,¿Qué les importa?,,5001-10000,Otras industrias,"Capacitaciones y/o cursos, Horarios flexibles",
Mujer,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Security researcher,197282,135953,,4,3,Un sueldo,Performance de la compañía,Dos,32,7,Heterosexual,,101-200,Otras industrias,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","Onapsis, MeLi"
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Developer,130000,96000,,3,3,No,No recibo bono,No,0,0,¿Qué les importa?,No,51-100,Otras industrias,Horarios flexibles,
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UNNE,DBA,11000,90000,,3,2,Un sueldo,Performance individual,Uno,10,7,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Developer,170000,120000,,3,3,No,No recibo bono,Uno,20,4,Heterosexual,,201-500,Producto basado en Software,Ninguna de las anteriores,
Mujer,25,Argentina,Córdoba,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Business Analyst,17.3,17.3,,1,1,No,No recibo bono,Uno,10,5,Heterosexual,No,2001-5000,Producto basado en Software,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Mercado libre
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Diseño Gráfico,Escuela Da Vinci,Developer,75000,60000,,2,1,No,No recibo bono,No,0,8,Heterosexual,No,2001-5000,Otras industrias,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Business Analyst,147000,100000,,4,3,Menos de un sueldo,Mix de las anteriores,Uno,10,7,Heterosexual,,501-1000,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,GBA,Universitario,Completado,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,Developer,150000,120000,,4,2,No,No recibo bono,No,0,1,Heterosexual,,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas","Mercadolibre,Globant,Santander Tecnología"
Hombre,46,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,UTN - Universidad Tecnológica Nacional,Bussines Developer,210000,130000,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,12,7,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,55,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Analista de Sistemas,UADE - Universidad Argentina De la Empresa,Data Scientist / Data Engineer,140000,100000,,3,2,No,No recibo bono,Uno,20,4,Heterosexual,No,1001-2000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,105800,84000,,2,2,No,Bono anual,Dos,15,4,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Abono de Internet, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida",Cualquiera que tenga proyectos de software que paguen en dólares
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,UCAECE - Centro de Altos Estudios en Ciencias Exactas,BI Analyst / Data Analyst,60000,53000,,2,1,No,No recibo bono,Uno,5,2,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,Capacitaciones y/o cursos,
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Architect,198000,145000,,3,3,De uno a tres sueldos,Mix de las anteriores,Tres,25,7,Heterosexual,No,5001-10000,Servicios / Consultoría de Software / Digital,"Abono de celular, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida","Santander, Meli, aws"
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Mba,,Architect,170000,120000,,2,1,De uno a tres sueldos,Mix de las anteriores,Dos,70,7,,,10001+,Otras industrias,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Alimentos ",MercadoLibre
